軌道車輛及其零件製造修配業,傳產製造,運輸工具
汽車及其零件製造業,傳產製造,運輸工具
機車及其零件製造業,傳產製造,運輸工具
自行車及其零件製造業,傳產製造,運輸工具
航空器及其零件製造修配業,傳產製造,運輸工具
其他運輸工具及零件製造修配業,傳產製造,運輸工具
精密儀器相關製造業,傳產製造,儀器醫材
醫療器材製造業,傳產製造,儀器醫材
鐘錶製造業,傳產製造,儀器醫材
文具禮品相關業,傳產製造,育樂用品
玩具相關業,傳產製造,育樂用品
育樂用品製造業,傳產製造,育樂用品
其他相關製造業,傳產製造,其他製造
海運,傳產製造,物流倉儲
鐵路運輸業,傳產製造,物流倉儲
大眾捷運系統,傳產製造,物流倉儲
汽車客運業,傳產製造,物流倉儲
汽車貨運業,傳產製造,物流倉儲
民航,傳產製造,物流倉儲
普通航空業,傳產製造,物流倉儲
其他陸上運輸業,傳產製造,物流倉儲
倉儲業,傳產製造,物流倉儲
儲配／運輸物流業,傳產製造,物流倉儲
報關業,傳產製造,物流倉儲
船務代理業,傳產製造,物流倉儲
貨運承攬業,傳產製造,物流倉儲
陸上運輸輔助業,傳產製造,物流倉儲
水上運輸輔助業,傳產製造,物流倉儲
航空運輸輔助業,傳產製造,物流倉儲
其他運輸輔助業,傳產製造,物流倉儲
郵政業,傳產製造,物流倉儲
快遞服務業,傳產製造,物流倉儲
土木工程業,傳產製造,營建土木
建築工程業,傳產製造,營建土木
其他營造業,傳產製造,營建土木
管線／管道工程相關業,傳產製造,營建土木
空調水機電工程業,傳產製造,營建土木
建物裝修及裝潢業,傳產製造,營建土木
建築及工程技術服務業,傳產製造,營建土木
室內設計業,傳產製造,營建土木
建築設計業,傳產製造,營建土木
景觀設計業,傳產製造,營建土木
舞台架設及視聽工程業,傳產製造,營建土木
不動產經營業,傳產製造,營建土木
其他不動產業,傳產製造,營建土木
農藝及園藝業,傳產製造,農林漁牧
畜牧業,傳產製造,農林漁牧
農事及畜牧服務業,傳產製造,農林漁牧
林場相關業,傳產製造,農林漁牧
伐木業,傳產製造,農林漁牧
漁獲打撈業,傳產製造,農林漁牧
水產養殖業,傳產製造,農林漁牧
電力供應業,傳產製造,農林漁牧
氣體燃料供應業,傳產製造,農林漁牧
熱能供應業,傳產製造,農林漁牧
用水供應業,傳產製造,農林漁牧
石油／天然氣及地熱礦業,傳產製造,礦業土石
煤礦開採業,傳產製造,礦業土石
金屬礦業,傳產製造,礦業土石
非金屬礦業,傳產製造,礦業土石
陸上土石採取業,傳產製造,礦業土石
河海砂礫採取業,傳產製造,礦業土石
其他土石採取業,傳產製造,礦業土石
法律服務業,工商服務,法律服務
會計服務業,工商服務,會計服務
工商顧問服務業,工商服務,顧問研發
檢測技術服務,工商服務,顧問研發
自然科學研發業,工商服務,顧問研發
生化科技研發業,工商服務,顧問研發
社會／人文科學研發業,工商服務,顧問研發
其他專業／科學及技術業,工商服務,顧問研發
專門設計相關業,工商服務,顧問研發
人力仲介代徵,工商服務,人力仲介
機械設備租賃業,工商服務,租賃業
運輸工具設備租賃業,工商服務,租賃業
物品租賃業,工商服務,租賃業
停車場業,工商服務,汽車維修
汽機車維修業,工商服務,汽車維修
汽車美容業,工商服務,汽車維修
其他汽機車相關業,工商服務,汽車維修
保全樓管相關業,工商服務,徵信保全
徵信相關業,工商服務,徵信保全
農／畜／水產品批發業,民生服務,批發零售
食品什貨批發業,民生服務,批發零售
鞋類／布類／服飾品批發業,民生服務,批發零售
家庭電器／設備及用品批發業,民生服務,批發零售
藥品／化妝品及清潔用品批發業,民生服務,批發零售
文教／育樂用品批發業,民生服務,批發零售
鐘錶／眼鏡批發業,民生服務,批發零售
首飾及貴金屬批發業,民生服務,批發零售
建材／傢俱批發業,民生服務,批發零售
燃料批發業,民生服務,批發零售
機械器具批發業,民生服務,批發零售
汽機車及其零配件用品／批發業,民生服務,批發零售
化學原料及其製品批發業,民生服務,批發零售
電子通訊／電腦週邊批發業,民生服務,批發零售
綜合商品批發代理業,民生服務,批發零售
其他商品批發業,民生服務,批發零售
農／畜／水產品零售業,民生服務,批發零售
食品什貨零售業,民生服務,批發零售
鞋類／布類／服飾品零售業,民生服務,批發零售
家庭電器／設備及用品零售業,民生服務,批發零售
藥品／化妝品及清潔用品零售業,民生服務,批發零售
文教／育樂用品零售業,民生服務,批發零售
鐘錶／眼鏡零售業,民生服務,批發零售
首飾及貴金屬零售業,民生服務,批發零售
建材／傢俱零售業,民生服務,批發零售
燃料零售業,民生服務,批發零售
機械器具零售業,民生服務,批發零售
汽機車及其零配件／用品零售業,民生服務,批發零售
百貨相關業,民生服務,批發零售
量販流通相關業,民生服務,批發零售
電子通訊／電腦週邊零售業,民生服務,批發零售
其他零售業,民生服務,批發零售
傳直銷相關業,民生服務,批發零售
銀行業,民生服務,金融機構
信用合作社業,民生服務,金融機構
農／漁會信用部,民生服務,金融機構
信託投資業,民生服務,金融機構
郵政儲金匯兌業,民生服務,金融機構
其他金融及輔助業,民生服務,金融機構
金融控股業,民生服務,金融機構
創投業,民生服務,投資理財
證券及期貨業,民生服務,投資理財
其他投資理財相關業,民生服務,投資理財
人身保險業,民生服務,"保險業 "
產物保險業,民生服務,"保險業 "
社會保險業,民生服務,"保險業 "
保險輔助業,民生服務,"保險業 "
其他保險業,民生服務,"保險業 "
電影片製作業,民生服務,"電影業 "
電影片發行業,民生服務,"電影業 "
電影片映演業,民生服務,"電影業 "
運動服務業,民生服務,旅遊休閒
休閒服務業,民生服務,旅遊休閒
旅遊服務業,民生服務,旅遊休閒
美髮業,民生服務,美容美髮
美容／美體業,民生服務,美容美髮
婚紗服務業,民生服務,美容美髮
攝影沖印服務業,民生服務,美容美髮
醫院,民生服務,醫療服務
診所,民生服務,醫療服務
動物醫院,民生服務,醫療服務
其他醫療保健服務業,民生服務,醫療服務
環境衛生及污染防治服務業,民生服務,環境衛生
旅館業,民生服務,住宿服務
其他住宿服務業,民生服務,住宿服務
餐館業,民生服務,餐飲服務
飲料店業,民生服務,餐飲服務
其他餐飲業,民生服務,餐飲服務
殯葬服務業,民生服務,其他服務
寵物相關服務業,民生服務,其他服務
洗衣服務業,民生服務,其他服務
家事服務業,民生服務,其他服務
學前教育事業,文教傳播,教育服務
小學教育事業,文教傳播,教育服務
安親／才藝班,文教傳播,教育服務
補習班,文教傳播,教育服務
中學教育事業,文教傳播,教育服務
職業學校教育事業,文教傳播,教育服務
大專校院教育事業,文教傳播,教育服務
特殊教育事業,文教傳播,教育服務
其他教育服務業,文教傳播,教育服務
新聞出版業,文教傳播,印刷出版
雜誌／期刊出版業,文教傳播,印刷出版
書籍出版業,文教傳播,印刷出版
有聲出版業,文教傳播,印刷出版
其他出版業,文教傳播,印刷出版
技藝表演業,文教傳播,藝文相關
藝文服務業,文教傳播,藝文相關
圖書館／博物館類似機構,文教傳播,藝文相關
廣播業,文教傳播,廣播電視
電視業,文教傳播,廣播電視
廣播電視節目供應業,文教傳播,廣播電視
廣告行銷公關業,文教傳播,廣告行銷
藝人／模特兒等經紀業,文教傳播,廣告行銷
會議展覽服務業,文教傳播,廣告行銷
政府／民意機關,文教傳播,政治社福
國防事業,文教傳播,政治社福
國際組織及外國機構,文教傳播,政治社福
宗教組織,文教傳播,政治社福
職業團體,文教傳播,政治社福
其他組織,文教傳播,政治社福
社會福利服務業,文教傳播,政治社福
